CLAIM_ID|FEC_DENUNCIO|FEC_SINIESTRO|PRODUCTO|ROBO|MARCA_VEHICULO|ANIO_VEHICULO|DEDUCIBLE|PRIMA_MENSUAL_UF|FRAUD|MONTO_FRAUDE|CANAL_CONTRATACION|CANTIDAD_HIJOS|CANTIDAD_AUTOS|ESTADO_CIVIL
1537|2024-10-18 00:00:00.000|2024-10-18 00:00:00.000|95.0|0|VOLKSWAGEN|2022.0|10|1.0861232876712328|No revisado|0|C|0.0||Soltero/a
1538|2024-10-18 00:00:00.000|2024-10-18 00:00:00.000|91.0|0|PEUGEOT|2021.0|5|0.9234246575342464|Descartado|0|E|1.0||Casada
1539|2024-10-19 00:00:00.000|2024-10-11 00:00:00.000|83.0|0|KIA|2024.0|3|0.4887711369863013|Descartado|0|A|1.0||Soltero/a
1540|2024-10-19 00:00:00.000|2024-10-18 00:00:00.000|74.0|0|KIA|2024.0|3|0.5815068493150684|Descartado|0|B|3.0||Soltero/a
1541|2024-10-19 00:00:00.000|2024-10-04 00:00:00.000|95.0|0|CHEVROLET|2022.0|5|0.6196721311475409|No revisado|0|E|2.0||Divorciado
1542|2024-10-19 00:00:00.000|2024-10-18 00:00:00.000|96.0|0|HYUNDAI|2025.0|0|0.8270547945205479|No revisado|0|D|2.0||Divorciado/a
1543|2024-10-19 00:00:00.000|2024-10-18 00:00:00.000|96.0|0|CHANGAN|2023.0|3|1.246374829001368|Descartado|0|D|2.0||Casada
1544|2024-10-19 00:00:00.000|2024-10-17 00:00:00.000|90.0|0|CHERY|2022.0|5|0.7114754098360655|No revisado|0|C|||Casada
1545|2024-10-19 00:00:00.000|2024-10-19 00:00:00.000|3.0|0|PEUGEOT|2023.0|0|1.0668032786885244|No revisado|0|E|1.0||nan
1546|2024-10-19 00:00:00.000|2024-10-18 00:00:00.000|74.0|0|TOYOTA|2023.0|10|0.5592328767123287|No revisado|0|C|0.0||Casada
1547|2024-10-19 00:00:00.000|2024-10-19 00:00:00.000|95.0|0|NISSAN|2021.0|0|0.9604109589041095|Descartado|0|C|1.0||Soltero/a
1548|2024-10-19 00:00:00.000|2024-10-18 00:00:00.000|85.0|0|VOLARE|2024.0|0|0.60328317373461|No revisado|0|B|3.0||Soltero/a
1549|2024-10-19 00:00:00.000|2024-10-14 00:00:00.000|3.0|0|MAZDA|2023.0|0|1.5645205479452053|No revisado|0|B|||Casada/o
1550|2024-10-19 00:00:00.000|2024-10-18 00:00:00.000|95.0|0|CHEVROLET|2020.0|3|0.7032786885245901|Descartado|0|C|0.0||Soltero/a
1551|2024-10-19 00:00:00.000|2024-10-18 00:00:00.000|69.0|0|MG|2019.0|3|0.6174657534246575|No revisado|0|E|2.0||Casada
1552|2024-10-19 00:00:00.000|2024-10-09 00:00:00.000|3.0|0|FORD|2024.0|5|1.087808219178082|Descartado|0|E|0.0||Casada/o
1553|2024-10-19 00:00:00.000|2024-10-17 00:00:00.000|95.0|0|SKODA|2023.0|5|0.982079343365253|No revisado|0|B|0.0||Casada/o
1554|2024-10-19 00:00:00.000|2024-10-03 00:00:00.000||0|TOYOTA|2024.0|3|0.6273287671232876|Descartado|0|D|0.0||Casada/o
1555|2024-10-19 00:00:00.000|2024-10-19 00:00:00.000|74.0|0|MINI|2018.0|3|0.7808219178082191|Descartado|0|E|||Casada/o
1556|2024-10-19 00:00:00.000|2024-10-17 00:00:00.000|90.0|0|CHEVROLET|2021.0|0|0.2331967213114754|Descartado|0|B|0.0||Divorciado/a
1557|2024-10-19 00:00:00.000|2024-10-16 00:00:00.000|96.0|0|SUZUKI|2017.0|5|0.5188524590163934|Descartado|0|C|1.0||Casada
1558|2024-10-19 00:00:00.000|2024-10-18 00:00:00.000|74.0|0|SUZUKI|2016.0|0|0.4497945205479452|No revisado|0|E|0.0||Divorciado/a
1559|2024-10-19 00:00:00.000|2024-10-17 00:00:00.000|69.0|0|CHANGAN|2017.0|3|0.6299180327868852|No revisado|0|E|0.0||Soltero/a
1560|2024-10-19 00:00:00.000|2024-10-18 00:00:00.000|96.0|0|CHANGAN|2022.0|5|0.9415068493150685|No revisado|0|D|1.0|2.0|Casada/o
1561|2024-10-19 00:00:00.000|2024-10-19 00:00:00.000|69.0|0|JEEP|2019.0|5|1.6582191780821915|Descartado|0|C|0.0||Divorciado
1562|2024-10-19 00:00:00.000|2024-10-18 00:00:00.000|96.0|0|DFSK|2024.0|10|0.7006849315068493|Descartado|0|C|999.0||Casada
1563|2024-10-19 00:00:00.000|2024-10-19 00:00:00.000|69.0|0|TOYOTA|2018.0|5|0.438904109589041|No revisado|0|E|0.0||Divorciado/a
1564|2024-10-19 00:00:00.000|2024-09-16 00:00:00.000|69.0|0|HYUNDAI|2017.0|0|0.3686301369863013|No revisado|0|C|0.0|1.0|Divorciado/a
1565|2024-10-19 00:00:00.000|2024-10-19 00:00:00.000|3.0|0|HYUNDAI|2019.0|5|0.8876712328767123|No revisado|0|C|1.0||Casada/o
1566|2024-10-19 00:00:00.000|2024-10-18 00:00:00.000|69.0|0|CHEVROLET|2011.0|3|0.4434426229508196|Descartado|0|E|1.0|1.0|Divorciado
1567|2024-10-19 00:00:00.000|2024-10-18 00:00:00.000|3.0|0|CHEVROLET|2024.0|3|0.581967213114754|No revisado|0|B|0.0||Casada
1568|2024-10-19 00:00:00.000|2024-10-18 00:00:00.000|90.0|1||2020.0|10|0.926639344262295|Descartado|0|B|0.0||Casada
1569|2024-10-19 00:00:00.000|2024-10-19 00:00:00.000|90.0|0|CHERY|2023.0|0|0.9437072503419972|Descartado|0|C|0.0||Divorciado
1570|2024-10-19 00:00:00.000|2024-10-19 00:00:00.000|90.0|0|SSANGYONG|2019.0|5|0.6626712328767123|No revisado|0|E|0.0|2.0|Casada
1571|2024-10-19 00:00:00.000|2024-10-18 00:00:00.000|90.0|0|MITSUBISHI|2024.0|10|0.8847945205479452|Descartado|0|B|2.0||Soltero/a
1572|2024-10-19 00:00:00.000|2024-10-19 00:00:00.000|91.0|0|PEUGEOT|2018.0|3|0.8221311475409836|Descartado|0|C|1.0||Soltero/a
1573|2024-10-19 00:00:00.000|2024-10-19 00:00:00.000|96.0|0|JAC|2022.0|3|0.6160273972602739|Fraude|44657|D|0.0||Soltero/a
1574|2024-10-19 00:00:00.000|2024-10-19 00:00:00.000|96.0|0|HYUNDAI|2025.0|10|0.5508904109589041|No revisado|0|C|1.0||Casada
1575|2024-10-19 00:00:00.000|2024-10-19 00:00:00.000|91.0|1|PEUGEOT|2022.0|10|1.1934164383561645|Descartado|0|D|0.0||Casada/o
1576|2024-10-19 00:00:00.000|2024-10-18 00:00:00.000|83.0|0|CUPRA|2023.0|5|1.0615068493150683|No revisado|0|C||1.0|Divorciado/a
1577|2024-10-19 00:00:00.000|2024-10-18 00:00:00.000|85.0|0|MERCEDES BENZ|2011.0|10|2.0005479452054793|Descartado|0|C|0.0||Soltero/a
1578|2024-10-19 00:00:00.000|2024-10-19 00:00:00.000|74.0|0|HONDA|2020.0|0|0.8905737704918032|No revisado|0|E|1.0||Divorciado/a
1579|2024-10-19 00:00:00.000|2024-10-19 00:00:00.000|93.0|0|RENAULT|2017.0|10|0.5545081967213114|No revisado|0|B||1.0|Divorciado/a
1580|2024-10-19 00:00:00.000|2024-10-18 00:00:00.000|96.0|0|CHANGAN|2023.0|5|0.7064979480164159|Descartado|0|B|1.0||Casada/o
1581|2024-10-19 00:00:00.000|2024-10-15 00:00:00.000|74.0|0|KIA|2004.0|0|0.5311475409836065|Descartado|0|C|0.0||Soltero/a
1582|2024-10-19 00:00:00.000|2024-10-18 00:00:00.000|3.0|0|OPEL|2022.0|5|0.8021441605839416|No revisado|0|B|0.0||Casada
1583|2024-10-19 00:00:00.000|2024-10-19 00:00:00.000|96.0|0|RENAULT|2024.0|3|0.6563013698630136|No revisado|0|C|3.0||Casada/o
1584|2024-10-19 00:00:00.000|2024-10-18 00:00:00.000|74.0|0|OPEL|2022.0|5|0.42|Descartado|0|B|999.0||Casada/o
1585|2024-10-19 00:00:00.000|2024-10-19 00:00:00.000|96.0|0|KIA|2021.0|5|0.9987704918032786|Descartado|0|C|||Casada/o
1586|2024-10-19 00:00:00.000|2024-10-17 00:00:00.000|90.0|0|GAC|2022.0|10|0.8631821917808219|Descartado|0|A|1.0||Divorciado
1587|2024-10-19 00:00:00.000|2024-10-14 00:00:00.000|69.0|0|SUZUKI|2018.0|5|0.5520491803278688|No revisado|0|A|2.0||Casada
1588|2024-10-19 00:00:00.000|2024-10-19 00:00:00.000|3.0|0|FORD|2022.0|5|1.0918032786885243|Descartado|0|B|0.0||Casada
1589|2024-10-19 00:00:00.000|2024-10-15 00:00:00.000|90.0|0|SSANGYONG|2019.0|5|0.7684931506849315|Descartado|0|C|1.0||Casada
1590|2024-10-19 00:00:00.000|2024-10-19 00:00:00.000|90.0|0|MITSUBISHI|2023.0|0|3.7358413132694936|No revisado|0|E|0.0||Divorciado/a
1591|2024-10-19 00:00:00.000|2024-10-19 00:00:00.000|94.0|1|TOYOTA|2023.0|3|0.832079343365253|Descartado|0|C|1.0||Divorciado/a
1592|2024-10-19 00:00:00.000||74.0|0|VOLKSWAGEN|2024.0|3|0.7253424657534246|Descartado|0|B|1.0||Casada
1593|2024-10-19 00:00:00.000|2024-10-17 00:00:00.000|74.0|0|TOYOTA|2020.0|5|0.5580821917808219|Descartado|0|C|0.0||Divorciado/a
1594|2024-10-19 00:00:00.000|2024-10-16 00:00:00.000|74.0|0|SKODA|2018.0|3|0.6131506849315068|Descartado|0|D|||nan
1595|2024-10-20 00:00:00.000|2024-10-19 00:00:00.000|90.0|0|KIA|2017.0|10|0.6330821917808219|No revisado|0|B|1.0||Divorciado
1596|2024-10-20 00:00:00.000|2024-10-19 00:00:00.000|95.0|0|VOLKSWAGEN|2021.0|5|0.6987004103967168|Descartado|0|B|0.0||Casada
1597|2024-10-20 00:00:00.000|2024-10-19 00:00:00.000|69.0|0|TOYOTA|2022.0|10|0.6273972602739726|Descartado|0|B|0.0||Divorciado/a
1598|2024-10-20 00:00:00.000||74.0|0|CHERY|2022.0|10|0.5856164383561643|Descartado|0|E|2.0||Divorciado/a
1599|2024-10-20 00:00:00.000|2024-10-18 00:00:00.000|85.0|0|MERCEDES BENZ|2012.0|0|0.60328317373461|Descartado|0|D|0.0||Casada/o
1600|2024-10-20 00:00:00.000|2024-10-20 00:00:00.000|96.0|0|CHANGAN|2024.0|12|0.8365937072503419|Descartado|0|C|0.0||Soltero/a
1601|2024-10-20 00:00:00.000|2024-10-19 00:00:00.000|74.0|1|HONDA|2022.0|10|0.357945205479452|Descartado|0|C|0.0||Soltero/a
1602|2024-10-20 00:00:00.000|2024-10-19 00:00:00.000|74.0|0|MERCEDES BENZ|2021.0|10|1.1155737704918032|No revisado|0|E|2.0||Casada/o
1603|2024-10-20 00:00:00.000|2024-10-20 00:00:00.000|90.0|0|FIAT|2019.0|3|0.5572602739726027|No revisado|0|A|1.0||Casada
1604|2024-10-20 00:00:00.000|2024-10-20 00:00:00.000|90.0|0|NISSAN|2023.0|10|1.5061643835616438|Descartado|0|D|||Casada/o
1605|2024-10-20 00:00:00.000|2024-10-19 00:00:00.000|74.0|0|VOLKSWAGEN|2011.0|10|0.3487704918032786|Descartado|0|D|0.0||Casada/o
1606|2024-10-20 00:00:00.000|2024-10-18 00:00:00.000|94.0|0|TOYOTA|2024.0|5|0.6823972602739726|Descartado|0|B|0.0||Casada/o
1607|2024-10-20 00:00:00.000|2024-10-20 00:00:00.000||0|NISSAN|2024.0|15|0.4904794520547945|No revisado|0|B|0.0||Divorciado/a
1608|2024-10-20 00:00:00.000|2024-10-18 00:00:00.000|85.0|0|KIA|2015.0|0|0.7397260273972602|No revisado|0|D|3.0||Casada
1609|2024-10-20 00:00:00.000|2024-10-19 00:00:00.000|91.0|0|PEUGEOT|2021.0|5|0.7308246575342465|No revisado|0|C|1.0||Casada/o
1610|2024-10-20 00:00:00.000|2024-10-19 00:00:00.000|90.0|1|MITSUBISHI|2022.0|10|0.9521917808219178|Descartado|0|E|0.0||Casada
1611|2024-10-20 00:00:00.000|2024-10-19 00:00:00.000|3.0|0|PEUGEOT|2024.0|10|0.7|No revisado|0|B|1.0||Casada/o
1612|2024-10-20 00:00:00.000|2024-10-19 00:00:00.000|69.0|0|SUZUKI|2021.0|3|0.5279652868852459|No revisado|0|C|0.0||Divorciado/a
1613|2024-10-20 00:00:00.000|2024-10-20 00:00:00.000|90.0|1|JMC|2023.0|0|1.4995901639344262|Descartado|0|C|||Soltero/a
1614|2024-10-20 00:00:00.000|2024-10-20 00:00:00.000|95.0|0|MAHINDRA|2024.0|10|0.6665753424657535|Descartado|0|C|0.0||Casada/o
1615|2024-10-20 00:00:00.000|2024-10-17 00:00:00.000|74.0|0|SUZUKI|2024.0|10|0.3961643835616438|Descartado|0|E|1.0||Casada
1616|2024-10-20 00:00:00.000|2024-10-12 00:00:00.000|69.0|0|KIA|2019.0|5|0.7808219178082191|Fraude|8095|D|1.0||Casada/o
1617|2024-10-20 00:00:00.000|2024-10-19 00:00:00.000|90.0|0|MG|2021.0|3|0.6041095890410958|Descartado|0|A|1.0||Soltero/a
1618|2024-10-20 00:00:00.000|2024-10-19 00:00:00.000|96.0|0|SUBARU|2024.0|10|0.8104109589041095|No revisado|0|C|0.0||Casada
1619|2024-10-20 00:00:00.000|2024-10-20 00:00:00.000|69.0|0|SSANGYONG|2019.0|10|0.6932876712328767|No revisado|0|C|0.0||Casada/o
1620|2024-10-20 00:00:00.000|2024-10-10 00:00:00.000|3.0|0|TOYOTA|2008.0|0|0.5617808219178082|Descartado|0|D|0.0||Soltero/a
1621|2024-10-20 00:00:00.000|2024-10-19 00:00:00.000|95.0|0|BMW|2022.0|10|1.5196721311475407|Descartado|0|C|1.0||Casada
1622|2024-10-20 00:00:00.000|2024-10-13 00:00:00.000|3.0|0|TOYOTA|2008.0|0|0.5617808219178082|No revisado|0|E|1.0||Soltero/a
1623|2024-10-20 00:00:00.000|2024-10-20 00:00:00.000|96.0|0|JAC|2024.0|5|0.5017808219178082|No revisado|0|D|0.0||Casada
1624|2024-10-20 00:00:00.000|2024-10-01 00:00:00.000|96.0|0|GREAT WALL|2024.0|10|0.7551299589603283|Descartado|0|D|0.0||Divorciado
1625|2024-10-20 00:00:00.000|2024-10-19 00:00:00.000|95.0|0|CHEVROLET|2017.0|10|0.6059424657534246|Fraude|10244|B|1.0||Casada/o
1626|2024-10-20 00:00:00.000|2024-10-11 00:00:00.000|96.0|0|SUZUKI|2024.0|8|1.121311475409836|No revisado|0|D|0.0||Soltero/a
1627|2024-10-20 00:00:00.000|2024-10-19 00:00:00.000|94.0|0|TOYOTA|2024.0|10|0.610875512995896|No revisado|0|D|2.0||Casada
1628|2024-10-20 00:00:00.000|2024-10-20 00:00:00.000|3.0|0|SUBARU|2018.0|3|0.7068493150684931|Fraude|17312|D|||Divorciado/a
1629|2024-10-20 00:00:00.000|2024-10-20 00:00:00.000|69.0|0|TOYOTA|2011.0|3|0.5864383561643834|Descartado|0|C|0.0||Casada
1630|2024-10-20 00:00:00.000|2024-10-20 00:00:00.000|74.0|0|MERCEDES BENZ|2017.0|20|1.6956164383561645|No revisado|0|D|0.0||Casada/o
1631|2024-10-20 00:00:00.000|2024-10-18 00:00:00.000|69.0|0|CHEVROLET|2021.0|5|0.4208219178082191|No revisado|0|C|0.0||Divorciado/a
1632|2024-10-20 00:00:00.000|2024-10-20 00:00:00.000|69.0|0|HYUNDAI|2020.0|5|0.8264383561643835|Descartado|0|D|2.0||Divorciado/a
1633|2024-10-20 00:00:00.000|2024-10-14 00:00:00.000|69.0|0|MG|2020.0|0|0.7290983606557377|No revisado|0|A|||Divorciado/a
1634|2024-10-20 00:00:00.000|2024-10-20 00:00:00.000|96.0|0|HAVAL|2024.0|3|0.6662790697674418|No revisado|0|B|||Casada
1635|2024-10-20 00:00:00.000|2024-10-17 00:00:00.000|96.0|0|MAZDA|2024.0|3|0.7707534246575342|Descartado|0|E|1.0||Soltero/a
1636|2024-10-20 00:00:00.000|2024-10-19 00:00:00.000|95.0|0|CITROEN|2018.0|10|0.8071232876712328|Descartado|0|E|1.0||Casada
1637|2024-10-20 00:00:00.000|2024-10-20 00:00:00.000|69.0|0|VOLKSWAGEN|2020.0|3|0.6184931506849315|No revisado|0|D|3.0||Divorciado
1638|2024-10-20 00:00:00.000|2024-10-20 00:00:00.000|83.0|0|KIA|2015.0|3|0.3509391780821917|Descartado|0|C|2.0||Casada
1639|2024-10-20 00:00:00.000|2024-10-15 00:00:00.000|74.0|0|TOYOTA|2023.0|0|1.0504098360655736|No revisado|0|A|2.0||Casada
1640|2024-10-20 00:00:00.000|2024-09-30 00:00:00.000|3.0|0|NISSAN|2016.0|0|1.139344262295082|Descartado|0|B|0.0|1.0|Divorciado
1641|2024-10-20 00:00:00.000|2024-10-12 00:00:00.000|85.0|0||2015.0|0|1.9093150684931504|No revisado|0|E|3.0||Divorciado
1642|2024-10-20 00:00:00.000|2024-10-20 00:00:00.000|90.0|0|CHERY|2023.0|10|1.206608219178082|No revisado|0|B|1.0||Casada/o
1643|2024-10-20 00:00:00.000|2024-10-20 00:00:00.000|69.0|0|SUZUKI|2017.0|0|0.6760273972602739|No revisado|0|B|||Casada
1644|2024-10-20 00:00:00.000|2024-10-10 00:00:00.000|69.0|0|CHANGAN|2023.0|3|0.5260273972602739|No revisado|0|C|0.0||Soltero/a
1645|2024-10-20 00:00:00.000|2024-10-19 00:00:00.000|3.0|0|CITROEN|2017.0|10|0.6877049180327868|No revisado|0|D|0.0||Soltero/a
1646|2024-10-20 00:00:00.000|2024-10-19 00:00:00.000|94.0|0|TOYOTA|2018.0|5|0.7286301369863013|No revisado|0|A|0.0||Casada
1647|2024-10-21 00:00:00.000|2024-10-20 00:00:00.000|74.0|0|GREAT WALL|2023.0|0|0.5858219178082191|No revisado|0|B|0.0||Casada
1648|2024-10-21 00:00:00.000|2024-10-19 00:00:00.000|74.0|0|NISSAN|2012.0|3|0.3793150684931506|Descartado|0|D|0.0||Soltero/a
1649|2024-10-21 00:00:00.000|2024-10-19 00:00:00.000|69.0|0|TOYOTA|2013.0|3|0.6143442622950819|No revisado|0|B|0.0||Soltero/a
1650|2024-10-21 00:00:00.000|2024-10-18 00:00:00.000|3.0|0|MERCEDES BENZ|2017.0|20|1.714344262295082|No revisado|0|C|0.0||Casada/o
1651|2024-10-21 00:00:00.000|2024-10-21 00:00:00.000|90.0|0||2021.0|3|0.9797260273972602|No revisado|0|D|1.0||Divorciado
1652|2024-10-21 00:00:00.000|2024-10-19 00:00:00.000|69.0|0|FORD|2017.0|5|0.4758904109589041|Descartado|0|C|1.0||Casada
1653|2024-10-21 00:00:00.000|2024-10-18 00:00:00.000|74.0|0|SUBARU|2020.0|3|0.731917808219178|No revisado|0|C|1.0||Casada
1654|2024-10-21 00:00:00.000|2024-10-21 00:00:00.000|96.0|0|CHANGAN|2022.0|5|0.6734426229508196|Descartado|0|C|3.0||Divorciado/a
1655|2024-10-21 00:00:00.000|2024-10-19 00:00:00.000|69.0|0|CHANGAN|2024.0|0|0.920958904109589|No revisado|0|D|0.0||Soltero/a
1656|2024-10-21 00:00:00.000|2024-03-19 00:00:00.000|95.0|0|CHEVROLET|2017.0|3|1.538934426229508|Descartado|0|D|1.0||Divorciado
1657|2024-10-21 00:00:00.000|2024-10-15 00:00:00.000|95.0|0|VOLKSWAGEN|2020.0|3|1.1128767123287673|No revisado|0|C|0.0||Casada/o
1658|2024-10-21 00:00:00.000|2024-10-20 00:00:00.000|69.0|0|HYUNDAI|2024.0|5|0.687945205479452|No revisado|0|A|0.0||Casada/o
1659|2024-10-21 00:00:00.000|2024-10-21 00:00:00.000|69.0|0|MG|2024.0|0|0.8404109589041096|No revisado|0|C|0.0||Divorciado/a
1660|2024-10-21 00:00:00.000|2024-10-20 00:00:00.000|96.0|0|SUZUKI|2018.0|3|0.876639344262295|Descartado|0|A|0.0||Casada
1661|2024-10-21 00:00:00.000|2024-10-20 00:00:00.000|95.0|1|HONDA|2023.0|10|0.9114911080711354|Descartado|0|E|0.0||Soltero/a
1662|2024-10-21 00:00:00.000|2024-10-17 00:00:00.000|3.0|0|VOLKSWAGEN|2020.0|10|0.7405479452054794|No revisado|0|D|0.0||Casada
1663|2024-10-21 00:00:00.000|2024-10-21 00:00:00.000|96.0|0|MAHINDRA|2021.0|3|1.052704109589041|Descartado|0|C|||Casada/o
1664|2024-10-21 00:00:00.000|2024-10-19 00:00:00.000|90.0|0|MITSUBISHI|2024.0|10|1.438767123287671|Descartado|0|C|0.0||Casada/o
1665|2024-10-21 00:00:00.000|2024-10-18 00:00:00.000||0|FORD|2023.0|3||Descartado|0|C|0.0||Soltero/a
1666|2024-10-21 00:00:00.000|2024-10-20 00:00:00.000|83.0|0|CITROEN|2022.0|0|1.0043835616438357|Descartado|0|E|1.0||Casada
1667|2024-10-21 00:00:00.000|2024-10-18 00:00:00.000|74.0|0|HYUNDAI|2012.0|5|0.4861643835616438|No revisado|0|B|0.0||Divorciado/a
1668|2024-10-21 00:00:00.000|2024-10-17 00:00:00.000|3.0|0|RENAULT|2012.0|0|0.5946721311475409|No revisado|0|D|1.0||Casada/o
1669|2024-10-21 00:00:00.000|2024-10-19 00:00:00.000|69.0|1|MAHINDRA|2018.0|10||No revisado|0|D|||Divorciado/a
1670|2024-10-21 00:00:00.000|2024-10-18 00:00:00.000|3.0|0|CHERY|2023.0|10|1.0824657534246576|No revisado|0|D|0.0||Divorciado/a
1671|2024-10-21 00:00:00.000|2024-10-19 00:00:00.000|69.0|0|KIA|2020.0|3|0.5023287671232876|No revisado|0|E|0.0||Casada
1672|2024-10-21 00:00:00.000|2024-10-21 00:00:00.000|95.0|0|FORD|2024.0|3|1.2632876712328769|No revisado|0|C|||Casada/o
1673|2024-10-21 00:00:00.000|2024-10-20 00:00:00.000|96.0|0|MAZDA|2019.0|5|0.6717213114754098|No revisado|0|D|2.0||Divorciado
1674|2024-10-21 00:00:00.000|2024-10-21 00:00:00.000|94.0|0|TOYOTA|2018.0|5|0.8260273972602739|Descartado|0|A|0.0||Divorciado/a
1675|2024-10-21 00:00:00.000|2024-10-20 00:00:00.000|3.0|1|FIAT|2015.0|3|0.2385245901639344|Descartado|0|B|0.0||Divorciado/a
1676|2024-10-21 00:00:00.000|2024-10-13 00:00:00.000|3.0|0|TOYOTA|2018.0|10|0.7163934426229508|Descartado|0|D|0.0||Soltero/a
1677|2024-10-21 00:00:00.000|2024-10-19 00:00:00.000|74.0|0|CHEVROLET|2021.0|5|0.4602459016393442|Descartado|0|E|1.0||Divorciado/a
1678|2024-10-21 00:00:00.000|2024-10-18 00:00:00.000|69.0|0|CHEVROLET|2020.0|3|0.6295890410958904|Descartado|0|A|0.0||Casada
1679|2024-10-21 00:00:00.000|2024-10-18 00:00:00.000|74.0|0|CHEVROLET|2022.0|5|0.4064383561643835|No revisado|0|B|1.0||Casada
1680|2024-10-21 00:00:00.000|2024-10-19 00:00:00.000|74.0|0|CHANGAN|2021.0|3|0.4824657534246575|Descartado|0|D|0.0||Soltero/a
1681|2024-10-21 00:00:00.000|2024-10-19 00:00:00.000|90.0|0|SSANGYONG|2024.0|0|0.3887671232876712|Descartado|0|E|0.0||Soltero/a
1682|2024-10-21 00:00:00.000|2024-10-20 00:00:00.000||0|HONDA|2017.0|10|0.574931506849315|No revisado|0|C|||Soltero/a
1683|2024-10-21 00:00:00.000|2024-10-18 00:00:00.000|74.0|0|SAMSUNG|2013.0|5|0.3484931506849315|Descartado|0|C|0.0||Casada
1684|2024-10-21 00:00:00.000|2024-10-20 00:00:00.000|69.0|0|BMW|2018.0|10|0.9696575342465752|Descartado|0|B|0.0||Casada/o
1685|2024-10-21 00:00:00.000|2024-10-20 00:00:00.000|96.0|0|BRILLIANCE|2019.0|3|0.9435616438356164|No revisado|0|A||1.0|Divorciado/a
1686|2024-10-21 00:00:00.000|2024-10-17 00:00:00.000|96.0|0|SUZUKI|2023.0|5|0.4458904109589041|Descartado|0|C|2.0||Divorciado/a
1687|2024-10-21 00:00:00.000|2024-10-15 00:00:00.000|3.0|0|MAXUS|2022.0|10||Descartado|0|D|3.0||Soltero/a
1688|2024-10-21 00:00:00.000|2024-10-21 00:00:00.000|96.0|0|HAVAL|2024.0|3|0.6254794520547945|Descartado|0|C|||Casada/o
1689|2024-10-21 00:00:00.000|2024-10-17 00:00:00.000|85.0|0|MERCEDES BENZ|2024.0|20|0.6106849315068493|Descartado|0|A|1.0|1.0|Casada/o
1690|2024-10-21 00:00:00.000|2024-10-19 00:00:00.000|94.0|0|TOYOTA|2022.0|5|1.0524657534246575|Descartado|0|D|0.0|2.0|Soltero/a
1691|2024-10-21 00:00:00.000|2024-10-08 00:00:00.000|3.0|0|HYUNDAI|2012.0|0|0.5811217510259917|Descartado|0|D|999.0||Divorciado
1692|2024-10-21 00:00:00.000|2024-10-18 00:00:00.000|3.0|0|OMODA|2025.0|10|0.5778082191780821|Descartado|0|B|3.0||Soltero/a
1693|2024-10-21 00:00:00.000|2024-10-20 00:00:00.000|69.0|0|SEAT|2023.0|3|0.6197260273972602|No revisado|0|B|0.0|1.0|Casada
1694|2024-10-21 00:00:00.000|2024-10-20 00:00:00.000|69.0|0|CHEVROLET|2021.0|5|1.3803693570451436|Descartado|0|B|2.0|1.0|Divorciado
1695|2024-10-21 00:00:00.000|2024-10-18 00:00:00.000|96.0|0|JAC|2018.0|5|0.6345205479452054|No revisado|0|E|2.0||Divorciado
1696|2024-10-21 00:00:00.000|2024-10-21 00:00:00.000|69.0|0|HAVAL|2024.0|3|0.7052054794520547|No revisado|0|B|0.0|1.0|Divorciado/a
1697|2024-10-21 00:00:00.000|2024-10-21 00:00:00.000||0|GAC|2024.0|0|0.8008891928864569|No revisado|0|D|0.0||Casada
1698|2024-10-21 00:00:00.000|2024-10-21 00:00:00.000|94.0|0|TOYOTA|2024.0|5|1.006027397260274|Descartado|0|D|0.0||Divorciado/a
1699|2024-10-21 00:00:00.000|2024-10-20 00:00:00.000|69.0|0|TOYOTA|2022.0|3|0.8704109589041095|No revisado|0|C|0.0||Divorciado/a
1700|2024-10-21 00:00:00.000|2024-10-19 00:00:00.000|69.0|0|CHEVROLET|2022.0|3|0.7971311475409836|Descartado|0|D|0.0||Divorciado/a
1701|2024-10-21 00:00:00.000|2024-10-18 00:00:00.000|3.0|0|NISSAN|2018.0|0|1.2922131147540985|No revisado|0|D|0.0||Divorciado/a
1702|2024-10-21 00:00:00.000|2024-10-16 00:00:00.000|3.0|0|GREAT WALL|2023.0|0|0.4976712328767123|Descartado|0|E|0.0||Casada/o
1703|2024-10-21 00:00:00.000|2024-10-18 00:00:00.000|93.0|0|SUZUKI|2020.0|3|0.8482191780821917|Descartado|0|C|0.0||Soltero/a
1704|2024-10-21 00:00:00.000|2024-10-20 00:00:00.000|91.0|0|PEUGEOT||3|1.4649110807113543|No revisado|0|D|1.0|1.0|Divorciado
1705|2024-10-21 00:00:00.000|2024-10-17 00:00:00.000|90.0|0|MG|2020.0|5|0.8457991803278688|Descartado|0|E|0.0||Casada/o
1706|2024-10-21 00:00:00.000|2024-10-16 00:00:00.000|95.0|0|MAXUS|2023.0|10|1.0153214774281805|No revisado|0|D|0.0||Casada/o
1707|2024-10-21 00:00:00.000|2024-10-18 00:00:00.000|3.0|0|MAZDA|2021.0|0|0.757808219178082|Descartado|0|E|||Casada
1708|2024-10-21 00:00:00.000|2024-10-18 00:00:00.000|96.0|0|SUZUKI|2022.0|5|0.541313269493844|Descartado|0|A|0.0||Casada/o
1709|2024-10-21 00:00:00.000|2024-10-16 00:00:00.000|85.0|0|MERCEDES BENZ|2017.0|10|0.4886301369863013|No revisado|0|A|2.0||Soltero/a
